Seat,con_2015,lab_2015,ld_2015,ukip_2015,leave_share,born_in_uk,male,unemployed,degree,age_18to24
Thirsk and Malton,52.602,15.447,8.981,14.905,56.4327811,95.7420912,48.97317146,2.621122243,15.50023485,6.554992831
Thornbury and Yate,41.021,7.772,37.943,10.554,52.1900806,95.30907074,49.66114367,2.400617395,15.18779655,7.36077949
Thurrock,33.678,32.596,1.299,31.713,70.2553097,85.27547202,49.56948088,6.027867044,10.10073995,8.616403596
Tiverton and Honiton,53.996,12.713,10.464,16.474,57.8205268,95.15588265,48.3788204,2.674437056,12.97279976,6.293570479
Tonbridge and Malling,59.413,14.168,6.819,15.191,52.8574319,92.49608487,48.97196262,2.90117731,18.53992201,6.666329881
Tooting,41.886,47.195,3.936,2.871,25.5875841,65.32322949,48.80531387,4.046697242,44.08669222,9.681915988
Torbay,40.664,8.665,33.83,13.603,62.453668,93.99682906,48.24877486,4.695366133,9.566891717,7.602026109
Torridge and West Devon,50.852,10.63,13.225,18.329,57.1897604,96.15982219,48.77396252,3.1750297,13.1069576,6.578311021
Totnes,52.957,12.714,9.909,14.133,53.8913636,95.00356284,47.96797063,3.109304396,15.88084717,6.351525985
Tottenham,11.96,67.329,4.126,3.553,23.7770263,47.75954255,49.90289159,7.185854026,22.79177844,11.06416893
Truro and Falmouth,44.003,15.16,16.842,11.577,45.8503699,94.68019577,47.97791441,2.991524267,18.04689066,9.937394304
Tunbridge Wells,58.686,14.208,8.443,12.602,44.6463372,89.86770724,49.36804035,3.005598925,22.84775727,6.827829066
Twickenham,41.255,11.498,38.002,4.95,33.3158577,78.91124935,48.79770414,2.937086613,39.65003557,7.544428798
Tynemouth,32.809,48.212,2.982,12.227,47.6370041,95.9892263,48.06650533,4.257657106,18.47162057,7.113275752
Uxbridge and South Ruislip,50.235,26.369,4.943,14.162,57.1873736,75.84694271,49.72188466,3.779637746,19.03756756,14.27922187
Vauxhall,27.263,53.77,6.908,2.889,22.4283962,58.98818763,51.26410776,5.778588152,42.81059317,12.61126165
Wakefield,34.18,40.26,3.451,18.295,62.7650673,91.26364726,49.30370028,5.205156935,10.97107438,8.194669415
Wallasey,22.663,60.361,2.331,11.675,49.9231196,96.24793167,48.49067573,5.948799804,10.4633018,8.756316802
Walsall North,33.769,39.021,2.277,22.021,74.1852182,93.7802254,49.02000469,7.955916301,5.966502891,9.285455591
Walsall South,32.824,47.182,1.616,15.632,61.6352759,81.91244123,49.39220684,7.419901261,10.67143289,10.14308781
Walthamstow,13.36,68.856,3.974,5.998,33.4885855,56.983903,50.11459335,6.415625765,23.99948811,9.651007073
Wansbeck,21.766,50.008,6.247,18.205,56.289907,97.6031746,48.57753358,5.781677454,10.95335588,7.7851037850000004
Wantage,53.313,16.02,13.05,12.497,46.459651,91.19702784,49.52293389,2.73421741,23.34752672,7.087973431
Warley,19.324,58.188,2.128,16.487,61.6275351,77.04580211,49.10684266,7.458648466,11.68556629,9.673430874
Warrington North,28.175,47.821,4.141,17.079,58.0743911,94.73181183,49.71169903,4.477191401,12.18587619,9.138457984
Warrington South,43.684,39.051,5.619,8.271,51.1100543,93.93262627,49.49586507,3.546171587,19.09567039,7.516703266
Warwick and Leamington,47.941,34.881,4.966,8.27,41.640274,87.33786288,50.18427013,3.460009019,26.46904904,11.77887585
Washington and Sunderland West,18.877,54.964,2.665,19.65,61.8513324,97.55808574,48.30341123,5.986857013,7.987397815,8.889741478
Watford,43.456,26.013,18.08,9.762,51.1519779,77.919936860000007,49.41377647,3.893040188,21.08642737,8.294821765
Waveney,42.348,37.735,2.021,14.522,63.4142191,96.20879443,48.74992681,4.7541455,7.39269623,7.558014716
Wealden,57.015,10.813,9.085,16.734,52.7748349,92.60348025,48.39699325,2.609645182,16.68142076,6.705993766
Weaver Vale,43.158,41.439,2.977,9.702,50.552837,96.23407707,48.88780499,4.402515723,16.27444341,7.134835921
Wellingborough,52.082,19.51,4.442,19.568,63.0196654,89.40834032,49.28927364,4.597149015,10.16859231,7.538691962
Wells,46.125,6.643,32.796,9.918,53.6303482,94.25662269,48.62706763,2.884550429,14.50713176,7.236810267
Welwyn Hatfield,50.356,26.149,6.254,13.058,52.8225561,82.45629022,49.16472085,3.339028996,20.22327029,14.58321469
Wentworth and Dearne,14.914,56.892,2.628,24.851,70.2792954,97.56716512,48.82238208,5.187311612,6.937659544,8.397474885
West Bromwich East,24.931,50.189,2.003,21.202,68.1750179,82.91491537,49.30819039,7.291882832,8.217232226,9.124162217
West Bromwich West,23.882,47.331,1.57,25.227,68.6708936,88.09526449,49.30647182,7.630038158,6.758341931,9.403377277
West Dorset,50.177,9.977,21.607,12.496,51.0392986,94.3557511,48.04839723,2.288810588,16.76647452,6.259166143
West Ham,15.43,68.441,2.709,7.482,47.9650184,48.03594238,51.48980031,7.012761118,23.27383635,13.45056974
West Lancashire,32.438,49.267,2.613,12.195,54.9508129,96.06633121,48.47938226,4.138909185,13.95228818,10.22184246
West Suffolk,52.169,17.476,5.007,21.734,63.2487003,84.22403302,50.47709755,3.298368859,10.85029315,8.755313332
West Worcestershire,56.085,13.39,9.695,14.351,52.5193924,95.17772589,48.73333479,3.111847203,19.57117861,6.212223701
Westminster North,41.826,46.829,3.687,3.768,33.6548028,46.43961258,49.0575571,5.230127843,41.47882851,8.60230708
Westmorland and Lonsdale,33.201,5.438,51.491,6.195,47.0561736,94.84264588,48.68027503,1.837399172,19.89469831,5.980767168
Weston-Super-Mare,47.958,18.256,10.439,17.822,57.201446,93.49589598,48.43797944,3.687307744,10.91171061,7.472575944
Wigan,20.729,52.16,2.771,19.469,62.9588907,95.90883213,49.81742869,5.364248952,10.18763198,8.688823887
Wimbledon,52.094,26.034,12.657,5.113,29.3693947,64.94112765,49.22869443,2.884668017,45.49402961,6.72856476
Winchester,55.002,8.339,24.425,7.452,39.6373786,89.89548113,48.45790983,2.342683204,28.15730055,10.09115855
Windsor,63.391,13.385,8.618,9.952,46.659077,82.67808105,49.43563282,2.958940469,26.19024198,6.698134412
Wirral South,37.206,48.199,3.523,8.932,46.5489416,96.36298263,48.15383339,3.459422019,16.82927647,6.892355349
Wirral West,44.152,45.148,3.423,6.622,44.6901996,95.94272421,47.40712913,3.716161122,18.66090412,6.513603722
Witham,57.503,15.831,6.129,16.047,60.4684298,94.7155345,49.06874442,3.283706693,12.37501389,7.305295774
Witney,60.191,17.178,6.759,9.152,46.3446575,91.90104887,49.10048769,2.27144414,20.87396849,7.14456141
Woking,56.191,16.144,11.637,11.302,44.2519336,80.68291301,49.73269104,3.156493134,26.19388588,7.044488524
Wokingham,57.731,14.522,13.522,9.85,42.6940889,87.54178452,49.48375101,2.64741439,27.79428286,6.923868109
Wolverhampton North East,29.921,46.081,2.75,19.187,67.7052519,87.68721052,48.87476475,8.16506259,7.772397094,10.13669608
Wolverhampton South East,22.325,53.328,2.295,20.311,68.1449563,84.46873901,49.36321263,8.633560019,7.928330185,9.410617281
Wolverhampton South West,41.217,43.209,2.102,10.719,54.3675021,80.37285221,50.15368671,6.552201785,18.25352516,10.06677423
Worcester,45.319,33.964,3.373,12.827,53.6772433,91.83136238,49.16875911,4.184949988,16.98322352,10.69070954
Workington,30.148,42.332,4.441,19.598,61.010184,97.6123936,49.19030665,3.922721691,10.46148161,7.166647525
Worsley and Eccles South,30.094,44.235,2.616,18.284,59.7911332,93.55622116,48.78976767,5.240902281,11.44858025,8.464543026
Worthing West,51.463,15.671,8.819,18.259,56.0165191,91.49634728,47.3955914,3.344491737,12.24826965,6.681516828
Wycombe,51.408,22.528,8.838,10.105,48.4619161,80.97917631,49.68070338,3.765621226,21.22014043,9.900971772
Wyre and Preston North,53.17,24.807,5.436,13.182,54.1988663,94.86231687,48.54630132,2.103014997,17.87704962,7.107976126
Wyre Forest,45.295,19.262,2.484,16.114,63.1454747,96.08675683,49.29726971,4.204283087,10.90158887,7.419239602
Wythenshawe and Sale East,25.713,50.142,4.454,14.687,49.6480992,87.99768584,48.57451773,5.5085912,16.60118699,8.518750356
Yeovil,42.467,7.119,33.135,13.43,59.8655446,93.92038058,49.36272628,2.90860348,10.89049064,8.079001339
York Central,28.307,42.394,7.979,10.057,38.8206767,88.24538372,49.31438592,3.855486986,24.95742797,17.559578
York Outer,49.12,24.763,11.63,9.742,44.6677162,93.63766383,47.80557572,2.116432965,19.36973232,9.926140973
Aberdeen North,12.072,25.94,4.666,0,43.0922087,81.1006081,49.4370522,3.687923536,NA,18.48495795
Aberdeen South,22.836,26.757,4.638,1.848,32.1431052,84.28704787,49.47154951,2.749975841,NA,11.51861111
Airdrie and Shotts,7.653,34.115,1.531,2.457,39.8381266,97.38598637,48.57359194,6.44497451,NA,8.876463393
Angus,28.999,8.81,2.734,3.046,48.2443342,95.32114785,48.60471606,4.6554699,NA,7.727547556
Argyll and Bute,14.905,10.396,27.921,2.527,39.4323969,95.10015199,48.9304267,4.090183559,NA,7.077558242
"Ayr, Carrick and Cumnock",19.834,27.25,1.638,2.452,44.1115509,97.05062803,47.9412269,5.5847864209999996,NA,8.055043512
Banff and Buchan,28.815,5.801,5.144,0,61.3773463,93.59321106,49.60525595,3.313505177,NA,8.166438544
"Berwickshire, Roxburgh and Selkirk",36.006,4.906,18.703,2.391,43.2586814,94.895599,48.42051899,4.11053046,NA,6.937887477
"Caithness, Sutherland and Easter Ross",6.804,8.954,35.064,2.87,51.339391,96.27826255,49.12661299,4.680489611,NA,6.964598499
Central Ayrshire,17.338,26.411,1.806,0,41.6221328,97.3103691,47.5493591,5.548682703,NA,7.98941859
"Coatbridge, Chryston and Bellshill",6.33,33.917,1.083,2.069,38.7765475,97.32884989,48.04812694,5.781717577,NA,8.744811643
"Cumbernauld, Kilsyth and Kirkintilloch East",7.879,30.011,2.226,0,36.9891249,97.07856388,48.44274353,5.160011067,NA,8.819473176
Dumfries and Galloway,29.904,24.702,1.684,2.299,45.110854,96.33746806,48.33202835,4.34556811,NA,7.2313113
"Dumfriesshire, Clydesdale and Tweeddale",39.819,14.791,2.67,2.823,44.6451668,96.21751874,48.68337214,3.99206664,NA,6.399518067
Dundee East,14.955,19.929,2.878,0,38.4116704,94.17492274,47.61520633,4.94262743,NA,8.834757317
Dundee West,8.615,23.688,2.364,0,40.7456334,89.50642189,48.41750163,5.530848459,NA,17.42653487
Dunfermline and West Fife,11.85,31.748,3.994,0,39.3928374,95.57659838,49.03476474,5.123497089,NA,7.533717122
East Dunbartonshire,8.615,12.309,36.314,1.033,26.8681963,95.16409913,48.15198198,2.942309948,NA,7.864580162
"East Kilbride, Strathaven and Lesmahagow",11.776,28.33,1.721,2.017,36.9324131,96.5932502,48.28667257,4.532322866,NA,8.332255143
East Lothian,19.506,31.011,2.571,1.996,35.3955957,94.66690735,48.00886509,4.186979031,NA,7.924426126
East Renfrewshire,21.973,34.012,1.884,1.565,25.6814189,95.17079957,47.65716431,3.485283672,NA,8.140305165
Edinburgh East,9.917,29.905,2.814,1.907,27.6367854,80.87269446,48.29405963,4.214109637,NA,19.00140588
Edinburgh North and Leith,16.167,31.28,4.541,1.46,21.7955235,80.66074607,49.30261906,4.24890447,NA,11.13643427
Edinburgh South,17.502,39.145,3.699,1.219,22.1533874,84.66420681,47.70607073,3.111561617,NA,14.74519632
Edinburgh South West,20.24,27.195,3.721,2.077,27.8616465,84.12168971,50.24789391,4.287955153,NA,13.60091096
Edinburgh West,12.272,11.712,33.118,1.85,28.7660196,91.02208251,47.93610452,3.527834289,NA,7.349318352
Na h-Eileanan an Iar,7.623,28.611,2.861,0,43.9006772,97.06328565,49.37147811,4.151428289,NA,6.368299379
Falkirk,12.14,25.075,2.03,3.031,42.1058823,96.47010234,48.71277133,4.932663663,NA,7.794043412
Glasgow Central,6,33.054,1.557,1.999,28.7506085,75.33339908,52.00039449,5.666411185,NA,21.36274478
Glasgow East,5.998,32.367,0.75,2.605,43.8373141,94.62140454,47.14079769,7.272727273,NA,9.915104918
Glasgow North,7.857,27.937,2.741,1.316,21.6204743,83.28354459,48.01775644,4.872834997,NA,21.28259534
Glasgow North East,4.673,33.69,0.792,0,40.6576167,88.95450416,47.89409928,7.701097951,NA,10.88009877
Glasgow North West,8.419,30.884,2.723,0,31.492853,90.14694581,47.46978412,6.713643505,NA,10.02538367
Glasgow South,9.742,29.735,2.089,0,28.1918886,90.5363566,47.89873879,5.780260929,NA,8.818239767
Glasgow South West,4.975,32.839,0.992,2.37,40.864367,91.32878458,46.86409698,7.17284531,NA,9.547625001
Glenrothes,7.742,30.594,1.874,0,47.6138884,96.48211387,48.23601859,6.342651419,NA,8.130773106
Gordon,11.704,5.916,32.72,2.005,38.8188652,94.47136564,49.48137765,2.096737668,NA,7.253704445
Inverclyde,9.967,30.314,2.479,1.603,36.2034214,97.38602197,47.86034239,5.182861741,NA,8.70957845
"Inverness, Nairn, Badenoch and Strathspey",5.919,7.483,31.293,2.145,40.1324389,92.79646052,48.80709465,3.795305214,NA,7.455658452
Kilmarnock and Loudoun,12.526,30.355,1.464,0,39.4546665,97.49096168,48.33798161,5.876741871,NA,8.659229418
Kirkcaldy and Cowdenbeath,9.875,33.377,2.174,2.339,43.261454,94.89165524,48.42459184,6.192612174,NA,7.749667385
Lanark and Hamilton East,15.875,30.54,2.177,2.59,35.9562057,97.00039995,48.10845733,5.077205632,NA,8.037902639
Linlithgow and East Falkirk,11.988,31.042,2.033,2.731,42.018303,95.67660969,48.81761421,5.207420304,NA,8.242409128
Livingston,10.303,27.617,2.141,3.053,43.2609029,93.7977794,48.98252639,4.991463415,NA,8.544776119
Midlothian,11.918,30.196,2.342,2.427,37.9409695,95.95609891,48.16978614,4.389458796,NA,8.18036472
Moray,31.086,9.939,2.831,3.935,49.8731967,94.7499866,49.24272469,3.924864786,NA,7.673508763
Motherwell and Wishaw,7.66,31.878,1.246,2.672,37.7103561,96.38039544,48.4244394,6.599797336,NA,8.993576017
North Ayrshire and Arran,14.791,27.972,1.663,2.406,42.3965875,97.34073182,47.65220122,6.701834992,NA,7.887766319
North East Fife,16.289,7.68,31.326,0,36.3147835,89.72160881,48.01007369,3.091789019,NA,14.254522
Ochil and South Perthshire,20.713,28.429,2.559,2.3,39.5023841,95.05790814,48.71348404,4.321461778,NA,7.127079519
Orkney and Shetland,8.91,7.145,41.389,4.761,40.2813083,95.69143679,50.15500045,2.233062659,NA,7.621978614
Paisley and Renfrewshire North,12.253,32.747,2.091,0,35.5479443,96.19051923,48.09412987,4.429218899,NA,8.440281983
Paisley and Renfrewshire South,7.628,38.645,2.185,0,34.7952793,95.20441708,48.08084082,5.836491942,NA,9.368923048
Perth and North Perthshire,32.727,8.142,3.799,2.048,39.9016464,92.40393483,48.76831643,3.576678778,NA,7.844041398
"Ross, Skye and Lochaber",6.214,4.886,35.864,1.947,43.4930294,94.76363529,48.77072697,3.594855947,NA,6.198596378
Rutherglen and Hamilton West,7.55,35.241,1.814,2.258,37.5699018,96.18813612,47.79348924,5.660060246,NA,8.113200218
Stirling,23.115,25.516,2.67,0,32.1961127,92.90391924,47.91295001,3.860797145,NA,11.59816947
West Aberdeenshire and Kincardine,28.835,4.506,21.4,1.823,38.5194827,93.76185803,49.38937957,2.068741319,NA,6.804056264
West Dunbartonshire,7.033,31.339,1.596,0,38.005553,96.8595679,47.60030864,6.389060796,NA,9.109347443
Ynys M̫n,21.168,31.126,2.15,14.662,50.9420042,96.54915342,49.13764677,4.685347711,13.8210399,7.542544193
Delyn,32.723,40.545,3.684,16.419,54.4088866,96.40290853,49.17501179,3.759515302,12.18837535,7.681318838
Alyn and Deeside,31.943,40.035,4.195,17.573,58.0533688,95.26089328,49.48063754,3.938910717,10.4686704,8.595842676
Wrexham,31.633,37.229,5.303,15.502,57.5742546,91.30207376,49.81693784,4.171063487,12.99793628,9.219547363
Llanelli,14.346,41.344,1.947,16.252,56.6745967,95.34371346,48.80300326,4.400911006,10.74149391,8.383285125
Gower,37.097,37.034,3.63,11.163,49.3087327,96.49314435,48.46631285,2.959910079,18.79786384,6.747709428
Swansea West,22.559,42.573,9.04,13.494,43.4007848,88.00639659,50.92849705,3.950986541,18.86792453,19.97694253
Swansea East,15.295,52.969,4.141,17.19,61.7925537,94.00392371,48.78315288,4.622456797,9.768537897,8.88795073
Aberavon,11.871,48.904,4.432,15.769,60.124484,97.13305007,48.76687887,4.799983555,8.289717738,8.281795775
Cardiff Central,14.682,40.009,27.121,6.466,32.0145785,81.07313529,50.42623472,4.042365895,26.47742647,29.78762046
Cardiff North,42.441,38.263,3.818,7.728,39.1478544,91.40772181,47.98669905,3.225055845,25.93911513,11.22409606
Rhondda,6.709,50.656,1.503,12.677,60.4499008,97.92169714,48.99390594,5.451488478,6.724687726,9.095090261
Torfaen,23.115,44.648,3.35,18.987,60.7752165,97.4059279,48.85091483,4.921859143,9.156630189,8.73280071
Monmouth,49.937,26.798,5.259,10.413,48.0645083,95.41638303,48.97232871,3.339914719,19.87756104,6.692701802
Newport East,27.301,40.703,6.412,18.417,59.3309312,92.76305654,49.17578185,5.338648254,11.29669338,9.975350485
Newport West,32.525,41.225,3.919,15.203,53.6570798,91.5270313,48.88935727,4.97522909,15.64036355,9.118160209
Arfon,13.12,30.264,2.675,8.485,35.845443,93.19994057,49.05320853,3.789604015,18.34926884,16.23660707
Aberconwy,41.505,28.241,4.614,11.5,52.1971173,95.43383852,48.33466277,3.968548327,14.15231858,7.287069042
Clwyd West,43.292,25.594,3.647,13.117,53.0131181,95.99025974,48.67965368,3.924709652,13.41746115,6.983225108
Vale of Clwyd,39.023,38.351,2.595,12.98,56.5590817,95.74830171,48.79256269,4.614361442,10.18500924,8.216480781
Dwyfor Meirionnydd,22.654,13.503,3.988,10.812,47.4282288,97.07019461,49.25368265,3.346763117,13.15825495,6.694833689
Clwyd South,30.37,37.221,3.847,15.629,59.8838563,96.38554217,49.70472853,4.124719554,11.80105945,7.901827472
Montgomeryshire,45.04,5.628,29.265,11.165,55.8429442,96.17428934,49.7185594,2.789909393,12.71319312,7.261010677
Ceredigion,11.019,9.662,35.851,10.234,45.3701374,93.98066437,49.77872027,2.559010539,17.86619675,16.39314033
Preseli Pembrokeshire,40.396,28.144,1.923,10.497,55.3168878,95.49793046,48.87513547,4.009493786,13.13239356,7.821170695
Carmarthen West and South Pembrokeshire,43.683,28.679,2.387,11.643,55.1631174,95.26106183,48.72119786,3.690433536,13.10995649,8.517158447
Carmarthen East and Dinefwr,21.158,24.216,2.355,11.074,53.2082359,96.78518143,49.12028826,3.246199193,14.21269636,7.136221603
Brecon and Radnorshire,41.057,14.733,28.325,8.33,51.8550865,95.44488923,49.09605908,3.28497782,15.00441306,6.667919129
Neath,15.325,43.813,3.159,16.41,54.015405,97.69269398,49.13068853,4.223408171,10.53654359,7.94527613
Cynon Valley,12.064,47.69,2.724,16.33,56.7322317,97.27636617,48.5540666,5.114336846,8.734127127,9.136790811
Merthyr Tydfil and Rhymney,10.063,53.856,4.13,18.664,58.3543388,96.14198352,48.99095985,5.981595092,7.994171769,9.166445094
Blaenau Gwent,10.791,58.012,1.957,17.918,62.0280444,97.84856905,49.16635632,6.865602501,6.367648855,9.264617412
Bridgend,32.183,37.067,4.177,14.982,50.2766239,95.40270179,49.51235086,4.275647916,14.28593186,8.17673056
Ogmore,15.943,52.945,3.041,15.376,58.9024508,97.64510691,49.23198373,4.760362694,9.290710943,8.196633573
Pontypridd,17.341,41.059,12.945,13.423,46.5109786,95.52138622,49.11807481,3.863773156,15.3299043,10.66265584
Caerphilly,16.59,44.346,2.321,19.341,55.1359713,97.25569096,48.94228558,5.045756156,11.39236861,8.338698551
Islwyn,15.158,48.97,2.684,19.581,58.939917,97.93390622,49.16056652,4.85996854,8.926147052,8.573360917
Vale of Glamorgan,46.024,32.611,2.552,10.701,52.5506701,95.57467795,48.80030287,4.64273168,15.55336018,8.075061648
Cardiff West,25.151,40.654,4.725,11.242,43.8226362,89.76127962,48.61524603,4.795057263,23.38167181,8.887472948
Cardiff South and Penarth,26.813,42.784,4.967,13.763,42.8171979,86.75538598,49.10055372,5.175224124,21.17264603,9.765017914
