"Country Name","Country Code","Indicator Name","Indicator Code","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Nicaragua","NIC","Public sector wage premium (compared to all private employees)","BI.WAG.PREM.PB.GP","","0.0502212233841419","","","","-0.00164059374947101","","","","","","","","","","","",
"Nicaragua","NIC","Public sector wage premium (compared to formal wage employees)","BI.WAG.PREM.PB","","-0.103444278240204","","","","-0.135459989309311","","","","","","","","","","","",
"Nicaragua","NIC","Public sector wage premium by education level: No education (compared to formal wage employees)","BI.WAG.PREM.PB.NN","","-0.27400279045105","","","","-0.238726437091827","","","","","","","","","","","",
"Nicaragua","NIC","Public sector wage premium by education level: Primary education (compared to formal wage employees)","BI.WAG.PREM.PB.PR","","-0.0720209628343582","","","","-0.0199291091412306","","","","","","","","","","","",
"Nicaragua","NIC","Public sector wage premium by education level: Secondary education (compared to formal wage employees)","BI.WAG.PREM.PB.SG","","0.00612228736281395","","","","-0.00150823907461017","","","","","","","","","","","",
"Nicaragua","NIC","Public sector wage premium by education level: Tertiary education (compared to formal wage employees)","BI.WAG.PREM.PB.TT","","-0.248255670070648","","","","-0.295301795005798","","","","","","","","","","","",
"Nicaragua","NIC","Public sector wage premium by occupation (Clerks) (compared to formal wage employees)","BI.WAG.PREM.PB.CK","","0.186985448002815","","","","-0.0898492559790611","","","","","","","","","","","",
"Nicaragua","NIC","Public sector wage premium by occupation (Elementary occupation) (compared to formal wage employees)","BI.WAG.PREM.PB.EO","","0.0392230227589607","","","","-0.0350690744817257","","","","","","","","","","","",
"Nicaragua","NIC","Public sector wage premium by occupation (Professionals) (compared to formal wage employees)","BI.WAG.PREM.PB.PN","","-0.175728961825371","","","","-0.212692558765411","","","","","","","","","","","",
"Nicaragua","NIC","Public sector wage premium by occupation (Senior officials) (compared to formal wage employees)","BI.WAG.PREM.PB.SN","","-0.000445730722276494","","","","-0.601558089256287","","","","","","","","","","","",
"Nicaragua","NIC","Public sector wage premium by occupation (Technicians) (compared to formal wage employees)","BI.WAG.PREM.PB.TN","","-0.271514326334","","","","-0.316692531108856","","","","","","","","","","","",
"Nicaragua","NIC","Public sector wage premiums by gender (Female) (compared to all private employees) (%)","BI.WAG.PREM.PB.FE","","-0.156191408634186","","","","-0.167715698480606","","","","","","","","","","","",
"Nicaragua","NIC","Public sector wage premiums by gender (Male) (compared to all private employees) (%)","BI.WAG.PREM.PB.MA","","0.238414004445076","","","","0.185780301690102","","","","","","","","","","","",
"Nicaragua","NIC","Relative wage of Professionals in private sector (using clerk as reference)","BI.WAG.PRVS.PN","","","","","","2.00284290313721","","","","","","","","","","","",
"Nicaragua","NIC","Relative wage of Professionals in public sector (using clerk as reference)","BI.WAG.PUBS.PN","","","","","","2.12468862533569","","","","","","","","","","","",
"Nicaragua","NIC","Relative wage of Senior officials in private sector (using clerk as reference)","BI.WAG.PRVS.SN","","","","","","2.84384751319885","","","","","","","","","","","",
"Nicaragua","NIC","Relative wage of Senior officials in public sector (using clerk as reference)","BI.WAG.PUBS.SN","","","","","","2.21932625770569","","","","","","","","","","","",
"Nicaragua","NIC","Relative wage of Technicians in private sector  (using clerk as reference)","BI.WAG.PRVS.TN","","","","","","1.26609170436859","","","","","","","","","","","",
"Nicaragua","NIC","Relative wage of Technicians in public sector (using clerk as reference)","BI.WAG.PUBS.TN","","","","","","0.86783242225647","","","","","","","","","","","",
"Nicaragua","NIC","Rural resident as a share of public paid employees","BI.PWK.PUBS.RU.ZS","","0.192373067140579","","","","0.218473434448242","","","","","","","","","","","",
"Nicaragua","NIC","Rural residents as a share of private paid employees","BI.PWK.PRVS.RU.ZS","","0.322052896022797","","","","0.335488587617874","","","","","","","","","","","",
"Nicaragua","NIC","Sample size","BI.POP.TOTL.CV","","13601","","","","22407","","","","","","","","","","","",
"Nicaragua","NIC","Share of private paid employees with a contract","BI.PWK.PRVS.CT.ZS","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","Share of private paid employees with health insurance","BI.PWK.PRVS.HS.ZS","","0.227566719055176","","","","0.250961363315582","","","","","","","","","","","",
"Nicaragua","NIC","Share of private paid employees with social security","BI.PWK.PRVS.SY.ZS","","0.252347528934479","","","","0.269864410161972","","","","","","","","","","","",
"Nicaragua","NIC","Share of private paid employees with union membership","BI.PWK.PRVS.UM.ZS","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","Share of public paid employees with a contract","BI.PWK.PUBS.CT.ZS","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","Share of public paid employees with health insurance","BI.PWK.PUBS.HS.ZS","","0.652798533439636","","","","0.69323468208313","","","","","","","","","","","",
"Nicaragua","NIC","Share of public paid employees with social security","BI.PWK.PUBS.SY.ZS","","0.779362261295319","","","","0.738305330276489","","","","","","","","","","","",
"Nicaragua","NIC","Share of public paid employees with union membership","BI.PWK.PUBS.UM.ZS","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","Wage bill as a percentage of GDP","BI.WAG.TOTL.GD.ZS","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","Wage bill as a percentage of Public Expenditure","BI.WAG.TOTL.PB.ZS","","","","","","","","","","","","","","","","","",
"Niger","NER","Female to male wage ratio in the private sector (using mean)","BI.WAG.PRVS.FM.SM","","","","","","","","","","","","","","","","","",
"Niger","NER","Female to male wage ratio in the private sector (using median)","BI.WAG.PRVS.FM.MD","","","","","","","","","","","","","","","","","",
"Niger","NER","Female to male wage ratio in the public sector (using mean)","BI.WAG.PUBS.FM.SM","","","","","","","","","","","","","","","","","",
"Niger","NER","Female to male wage ratio in the public sector (using median)","BI.WAG.PUBS.FM.MD","","","","","","","","","","","","","","","","","",
"Niger","NER","Females as a share of private paid employee by wage quintile (Quintile 3)","BI.PWK.PRVS.FE.Q3.ZS","","","","","","","","0.0461747273802757","","","","","","","","","",
"Niger","NER","Females as a share of private paid employees","BI.PWK.PRVS.FE.ZS","","","","","","","","0.143036752939224","","","","","","","","","",
"Niger","NER","Females as a share of private paid employees by occupation (Clerks)","BI.PWK.PRVS.CK.FE.ZS","","","","","","","","0.385913759469986","","","","","","","","","",
"Niger","NER","Females as a share of private paid employees by occupation (Elementary occupation)","BI.PWK.PRVS.EO.FE.ZS","","","","","","","","0","","","","","","","","","",
"Niger","NER","Females as a share of private paid employees by occupation (Professionals)","BI.PWK.PRVS.PN.FE.ZS","","","","","","","","0.0375486277043819","","","","","","","","","",
"Niger","NER","Females as a share of private paid employees by occupation (Senior officials)","BI.PWK.PRVS.SN.FE.ZS","","","","","","","","0","","","","","","","","","",
"Niger","NER","Females as a share of private paid employees by occupation (Technicians)","BI.PWK.PRVS.TN.FE.ZS","","","","","","","","0.322488039731979","","","","","","","","","",
"Niger","NER","Females as a share of public paid employees by occupation (Clerks)","BI.PWK.PUBS.CK.FE.ZS","","","","","","","","0.4163618683815","","","","","","","","","",
"Niger","NER","Females as a share of public paid employees by occupation (Elementary occupation)","BI.PWK.PUBS.EO.FE.ZS","","","","","","","","0","","","","","","","","","",
"Niger","NER","Females as a share of public paid employees by occupation (Professionals)","BI.PWK.PUBS.PN.FE.ZS","","","","","","","","0.281181812286377","","","","","","","","","",
"Niger","NER","Females as a share of public paid employees by occupation (Senior officials)","BI.PWK.PUBS.SN.FE.ZS","","","","","","","","0.297835797071457","","","","","","","","","",
"Niger","NER","Females as a share of public paid employees by occupation (Technicians)","BI.PWK.PUBS.TN.FE.ZS","","","","","","","","0.232605457305908","","","","","","","","","",
"Niger","NER","Females, as a share of private paid employee by wage quintile (Quintile 1)","BI.PWK.PRVS.FE.Q1.ZS","","","","","","","","0.441266030073166","","","","","","","","","",
"Niger","NER","Females, as a share of private paid employee by wage quintile (Quintile 2)","BI.PWK.PRVS.FE.Q2.ZS","","","","","","","","0.0868504717946053","","","","","","","","","",
"Niger","NER","Females, as a share of private paid employee by wage quintile (Quintile 4)","BI.PWK.PRVS.FE.Q4.ZS","","","","","","","","0.0142997205257416","","","","","","","","","",
"Niger","NER","Females, as a share of private paid employee by wage quintile (Quintile 5)","BI.PWK.PRVS.FE.Q5.ZS","","","","","","","","0.0496644377708435","","","","","","","","","",
"Niger","NER","Females, as a share of public paid employee by wage quintile (Quintile 1)","BI.PWK.PUBS.FE.Q1.ZS","","","","","","","","0.251434743404388","","","","","","","","","",
"Niger","NER","Females, as a share of public paid employee by wage quintile (Quintile 2)","BI.PWK.PUBS.FE.Q2.ZS","","","","","","","","0.501449108123779","","","","","","","","","",
"Niger","NER","Females, as a share of public paid employee by wage quintile (Quintile 3)","BI.PWK.PUBS.FE.Q3.ZS","","","","","","","","0.281521737575531","","","","","","","","","",
"Niger","NER","Females, as a share of public paid employee by wage quintile (Quintile 4)","BI.PWK.PUBS.FE.Q4.ZS","","","","","","","","0.344547659158707","","","","","","","","","",
"Niger","NER","Females, as a share of public paid employee by wage quintile (Quintile 5)","BI.PWK.PUBS.FE.Q5.ZS","","","","","","","","0.175840377807617","","","","","","","","","",
"Niger","NER","Females, as a share of public paid employees","BI.PWK.PUBS.FE.ZS","","","","","","","","0.314974814653397","","","","","","","","","",
"Niger","NER","Individuals with no education as a share of private paid employees","BI.PWK.PRVS.NN.ZS","","","","","","","","0.546231687068939","","","","","","","","","",
"Niger","NER","Individuals with no education as a share of public paid employees","BI.PWK.PUBS.NN.ZS","","","","","","","","0.113209314644337","","","","","","","","","",
"Niger","NER","Individuals with primary education as a share of private paid employees","BI.PWK.PRVS.PR.ZS","","","","","","","","0.3870490193367","","","","","","","","","",
"Niger","NER","Individuals with primary education as a share of public paid employees","BI.PWK.PUBS.PR.ZS","","","","","","","","0.319635689258575","","","","","","","","","",
"Niger","NER","Individuals with secondary education as a share of private paid employees","BI.PWK.PRVS.SG.ZS","","","","","","","","0.0122486427426338","","","","","","","","","",
"Niger","NER","Individuals with secondary education as a share of public paid employees","BI.PWK.PUBS.SG.ZS","","","","","","","","0.410168409347534","","","","","","","","","",
"Niger","NER","Individuals with tertiary education as a share of private paid employees","BI.PWK.PRVS.TT.ZS","","","","","","","","0.0544706508517265","","","","","","","","","",
"Niger","NER","Individuals with tertiary education as a share of public paid employees","BI.PWK.PUBS.TT.ZS","","","","","","","","0.156986609101295","","","","","","","","","",
"Niger","NER","Mean age of private paid employees","BI.PWK.AGES.PV.SM","","","","","","","","37.0569648742676","","","","","","","","","",
"Niger","NER","Mean age of public paid employees","BI.PWK.AGES.PB.SM","","","","","","","","37.2907752990723","","","","","","","","","",
"Niger","NER","Median age of private paid employees","BI.PWK.AGES.PV.MD","","","","","","","","35","","","","","","","","","",
"Niger","NER","Median age of public paid employees","BI.PWK.AGES.PB.MD","","","","","","","","36","","","","","","","","","",
"Niger","NER","Number of employed individuals","BI.EMP.TOTL.NO","","","3981","","","11432","","6255","","","","","","","7490","","",
"Niger","NER","Number of paid employees","BI.PWK.TOTL.NO","","","1419","","","996","","2250","","","","","","","971","","",
"Niger","NER","Number of public paid employees","BI.PWK.PUBS.NO","","","630","","","550","","545","","","","","","","386","","",
"Niger","NER","Pay compression ratio in private sector","BI.WAG.CPRS.PV.ZS","","","","","","","","27.15625","","","","","","","","","",
"Niger","NER","Pay compression ratio in public sector","BI.WAG.CPRS.PB.ZS","","","","","","","","4.25714302062988","","","","","","","","","",
"Niger","NER","Proportion of total employees with tertiary education working in public sector","BI.EMP.TOTL.PB.TT.ZS","","","","","","","","0.199918359518051","","","","","","","","","",
"Niger","NER","Public sector employment as a share of formal employment","BI.EMP.FRML.PB.ZS","","","","","","","","0.710793793201447","","","","","","","0.603174984455109","","",
"Niger","NER","Public sector employment as a share of paid employment","BI.EMP.PWRK.PB.ZS","","","0.441251456737518","","","0.566256523132324","","0.163687124848366","","","","","","","0.377073228359222","","",
"Niger","NER","Public sector employment as a share of paid employment by gender (Female)","BI.EMP.PWRK.PB.FE.ZS","","","","","","","","0.301186352968216","","","","","","","","","",
"Niger","NER","Public sector employment as a share of paid employment by gender (Male)","BI.EMP.PWRK.PB.MA.ZS","","","","","","","","0.13528861105442","","","","","","","","","",
"Niger","NER","Public sector employment as a share of paid employment by location (Rural)","BI.EMP.PWRK.PB.RU.ZS","","","","","","","","0.0916355848312378","","","","","","","","","",
"Niger","NER","Public sector employment as a share of paid employment by location (Urban)","BI.EMP.PWRK.PB.UR.ZS","","","","","","","","0.332358330488205","","","","","","","","","",
"Niger","NER","Public sector employment as a share of total employment","BI.EMP.TOTL.PB.ZS","","","0.154843717813492","","","0.0297366231679916","","0.0546358451247215","","","","","","","0.0197499077767134","","",
"Niger","NER","Public sector employment as a share of total employment by gender (Female)","BI.EMP.TOTL.PB.FE.ZS","","","","","","","","0.0456701032817364","","","","","","","","","",
"Niger","NER","Public sector employment as a share of total employment by gender (Male)","BI.EMP.TOTL.PB.MA.ZS","","","","","","","","0.0600569359958172","","","","","","","","","",
"Niger","NER","Public sector employment as a share of total employment by location (Rural)","BI.EMP.TOTL.PB.RU.ZS","","","","","","","","0.0275972485542297","","","","","","","","","",
"Niger","NER","Public sector employment as a share of total employment by location (Urban)","BI.EMP.TOTL.PB.UR.ZS","","","","","","","","0.148617818951607","","","","","","","","","",
"Niger","NER","Public sector wage premium (compared to all private employees)","BI.WAG.PREM.PB.GP","","","","","","","","0.566116034984589","","","","","","","","","",
"Niger","NER","Public sector wage premium (compared to formal wage employees)","BI.WAG.PREM.PB","","","","","","","","-0.062279500067234","","","","","","","","","",
"Niger","NER","Public sector wage premium by education level: No education (compared to formal wage employees)","BI.WAG.PREM.PB.NN","","","","","","","","0.514162302017212","","","","","","","","","",
"Niger","NER","Public sector wage premium by education level: Primary education (compared to formal wage employees)","BI.WAG.PREM.PB.PR","","","","","","","","0.196667522192001","","","","","","","","","",
"Niger","NER","Public sector wage premium by education level: Secondary education (compared to formal wage employees)","BI.WAG.PREM.PB.SG","","","","","","","","-0.468947917222977","","","","","","","","","",
"Niger","NER","Public sector wage premium by education level: Tertiary education (compared to formal wage employees)","BI.WAG.PREM.PB.TT","","","","","","","","-0.182461887598038","","","","","","","","","",
"Niger","NER","Public sector wage premium by occupation (Clerks) (compared to formal wage employees)","BI.WAG.PREM.PB.CK","","","","","","","","-0.0380940102040768","","","","","","","","","",
"Niger","NER","Public sector wage premium by occupation (Elementary occupation) (compared to formal wage employees)","BI.WAG.PREM.PB.EO","","","","","","","","-0.64238578081131","","","","","","","","","",
"Niger","NER","Public sector wage premium by occupation (Professionals) (compared to formal wage employees)","BI.WAG.PREM.PB.PN","","","","","","","","-0.560572326183319","","","","","","","","","",
"Niger","NER","Public sector wage premium by occupation (Senior officials) (compared to formal wage employees)","BI.WAG.PREM.PB.SN","","","","","","","","-0.154667213559151","","","","","","","","","",
"Niger","NER","Public sector wage premium by occupation (Technicians) (compared to formal wage employees)","BI.WAG.PREM.PB.TN","","","","","","","","-1.09498691558838","","","","","","","","","",
"Niger","NER","Public sector wage premiums by gender (Female) (compared to all private employees) (%)","BI.WAG.PREM.PB.FE","","","","","","","","1.46311008930206","","","","","","","","","",
"Niger","NER","Public sector wage premiums by gender (Male) (compared to all private employees) (%)","BI.WAG.PREM.PB.MA","","","","","","","","0.303909957408905","","","","","","","","","",
"Niger","NER","Relative wage of Professionals in private sector (using clerk as reference)","BI.WAG.PRVS.PN","","","","","","","","0.598941385746002","","","","","","","","","",
"Niger","NER","Relative wage of Professionals in public sector (using clerk as reference)","BI.WAG.PUBS.PN","","","","","","","","0.902755379676819","","","","","","","","","",
"Niger","NER","Relative wage of Senior officials in private sector (using clerk as reference)","BI.WAG.PRVS.SN","","","","","","","","0.397557020187378","","","","","","","","","",
"Niger","NER","Relative wage of Senior officials in public sector (using clerk as reference)","BI.WAG.PUBS.SN","","","","","","","","1.68478262424469","","","","","","","","","",
"Niger","NER","Relative wage of Technicians in private sector  (using clerk as reference)","BI.WAG.PRVS.TN","","","","","","","","0.159117817878723","","","","","","","","","",
"Niger","NER","Relative wage of Technicians in public sector (using clerk as reference)","BI.WAG.PUBS.TN","","","","","","","","0.86621880531311","","","","","","","","","",
"Niger","NER","Rural resident as a share of public paid employees","BI.PWK.PUBS.RU.ZS","","","","","","","","0.392259508371353","","","","","","","","","",
"Niger","NER","Rural residents as a share of private paid employees","BI.PWK.PRVS.RU.ZS","","","","","","","","0.761053442955017","","","","","","","","","",
"Niger","NER","Sample size","BI.POP.TOTL.CV","","","8142","","","21811","","14327","","","","","","","14865","","",
"Niger","NER","Share of private paid employees with a contract","BI.PWK.PRVS.CT.ZS","","","","","","","","","","","","","","","","","",
"Niger","NER","Share of private paid employees with health insurance","BI.PWK.PRVS.HS.ZS","","","","","","","","","","","","","","","","","",
"Niger","NER","Share of private paid employees with social security","BI.PWK.PRVS.SY.ZS","","","","","","","","","","","","","","","","","",
"Niger","NER","Share of private paid employees with union membership","BI.PWK.PRVS.UM.ZS","","","","","","","","","","","","","","","","","",
"Niger","NER","Share of public paid employees with a contract","BI.PWK.PUBS.CT.ZS","","","","","","","","","","","","","","","","","",
"Niger","NER","Share of public paid employees with health insurance","BI.PWK.PUBS.HS.ZS","","","","","","","","","","","","","","","","","",
"Niger","NER","Share of public paid employees with social security","BI.PWK.PUBS.SY.ZS","","","","","","","","","","","","","","","","","",
"Niger","NER","Share of public paid employees with union membership","BI.PWK.PUBS.UM.ZS","","","","","","","","","","","","","","","","","",
"Niger","NER","Wage bill as a percentage of GDP","BI.WAG.TOTL.GD.ZS","","","","","","","","","","","","","","","5.375651","","",
"Niger","NER","Wage bill as a percentage of Public Expenditure","BI.WAG.TOTL.PB.ZS","","","","","","","","","","","","","","","16.8484","","",
"Nigeria","NGA","Female to male wage ratio in the private sector (using mean)","BI.WAG.PRVS.FM.SM","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Female to male wage ratio in the private sector (using median)","BI.WAG.PRVS.FM.MD","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Female to male wage ratio in the public sector (using mean)","BI.WAG.PUBS.FM.SM","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Female to male wage ratio in the public sector (using median)","BI.WAG.PUBS.FM.MD","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Females as a share of private paid employee by wage quintile (Quintile 3)","BI.PWK.PRVS.FE.Q3.ZS","","","","0.208150759339333","","","","","","0.343371957540512","","","","","","","",
"Nigeria","NGA","Females as a share of private paid employees","BI.PWK.PRVS.FE.ZS","","","","0.241685405373573","","","","","","0.389090985059738","","","","","","","",
"Nigeria","NGA","Females as a share of private paid employees by occupation (Clerks)","BI.PWK.PRVS.CK.FE.ZS","","","","0.412281632423401","","","","","","0.558428704738617","","","","","","","",
"Nigeria","NGA","Females as a share of private paid employees by occupation (Elementary occupation)","BI.PWK.PRVS.EO.FE.ZS","","","","0.0446219369769096","","","","","","0.347666531801224","","","","","","","",
"Nigeria","NGA","Females as a share of private paid employees by occupation (Professionals)","BI.PWK.PRVS.PN.FE.ZS","","","","0","","","","","","0.48397496342659","","","","","","","",
"Nigeria","NGA","Females as a share of private paid employees by occupation (Senior officials)","BI.PWK.PRVS.SN.FE.ZS","","","","0.388013005256653","","","","","","0.528218746185303","","","","","","","",
"Nigeria","NGA","Females as a share of private paid employees by occupation (Technicians)","BI.PWK.PRVS.TN.FE.ZS","","","","0.182440891861916","","","","","","0.461194604635239","","","","","","","",
"Nigeria","NGA","Females as a share of public paid employees by occupation (Clerks)","BI.PWK.PUBS.CK.FE.ZS","","","","0.288354068994522","","","","","","0.396113038063049","","","","","","","",
"Nigeria","NGA","Females as a share of public paid employees by occupation (Elementary occupation)","BI.PWK.PUBS.EO.FE.ZS","","","","0.068092867732048","","","","","","0.320128381252289","","","","","","","",
"Nigeria","NGA","Females as a share of public paid employees by occupation (Professionals)","BI.PWK.PUBS.PN.FE.ZS","","","","0.236282467842102","","","","","","0.399834811687469","","","","","","","",
"Nigeria","NGA","Females as a share of public paid employees by occupation (Senior officials)","BI.PWK.PUBS.SN.FE.ZS","","","","0.331374704837799","","","","","","0.335735589265823","","","","","","","",
"Nigeria","NGA","Females as a share of public paid employees by occupation (Technicians)","BI.PWK.PUBS.TN.FE.ZS","","","","0.279871106147766","","","","","","0.33973827958107","","","","","","","",
"Nigeria","NGA","Females, as a share of private paid employee by wage quintile (Quintile 1)","BI.PWK.PRVS.FE.Q1.ZS","","","","0.346984684467316","","","","","","0.586033344268799","","","","","","","",
"Nigeria","NGA","Females, as a share of private paid employee by wage quintile (Quintile 2)","BI.PWK.PRVS.FE.Q2.ZS","","","","0.319183677434921","","","","","","0.340907633304596","","","","","","","",
"Nigeria","NGA","Females, as a share of private paid employee by wage quintile (Quintile 4)","BI.PWK.PRVS.FE.Q4.ZS","","","","0.184129014611244","","","","","","0.229844063520432","","","","","","","",
"Nigeria","NGA","Females, as a share of private paid employee by wage quintile (Quintile 5)","BI.PWK.PRVS.FE.Q5.ZS","","","","0.250194489955902","","","","","","0.194469973444939","","","","","","","",
"Nigeria","NGA","Females, as a share of public paid employee by wage quintile (Quintile 1)","BI.PWK.PUBS.FE.Q1.ZS","","","","0.312461733818054","","","","","","0.362444519996643","","","","","","","",
"Nigeria","NGA","Females, as a share of public paid employee by wage quintile (Quintile 2)","BI.PWK.PUBS.FE.Q2.ZS","","","","0.261934041976929","","","","","","0.347829163074493","","","","","","","",
"Nigeria","NGA","Females, as a share of public paid employee by wage quintile (Quintile 3)","BI.PWK.PUBS.FE.Q3.ZS","","","","0.339343905448914","","","","","","0.341407686471939","","","","","","","",
"Nigeria","NGA","Females, as a share of public paid employee by wage quintile (Quintile 4)","BI.PWK.PUBS.FE.Q4.ZS","","","","0.28563517332077","","","","","","0.375385463237762","","","","","","","",
"Nigeria","NGA","Females, as a share of public paid employee by wage quintile (Quintile 5)","BI.PWK.PUBS.FE.Q5.ZS","","","","0.215719252824783","","","","","","0.253296852111816","","","","","","","",
"Nigeria","NGA","Females, as a share of public paid employees","BI.PWK.PUBS.FE.ZS","","","","0.279304504394531","","","","","","0.351855427026749","","","","","","","",
"Nigeria","NGA","Individuals with no education as a share of private paid employees","BI.PWK.PRVS.NN.ZS","","","","0.36837300658226","","","","","","0.193738743662834","","","","","","","",
"Nigeria","NGA","Individuals with no education as a share of public paid employees","BI.PWK.PUBS.NN.ZS","","","","0.0725003704428673","","","","","","0.0911210849881172","","","","","","","",
"Nigeria","NGA","Individuals with primary education as a share of private paid employees","BI.PWK.PRVS.PR.ZS","","","","0.230782181024551","","","","","","0.208731144666672","","","","","","","",
"Nigeria","NGA","Individuals with primary education as a share of public paid employees","BI.PWK.PUBS.PR.ZS","","","","0.165224924683571","","","","","","0.1273063570261","","","","","","","",
"Nigeria","NGA","Individuals with secondary education as a share of private paid employees","BI.PWK.PRVS.SG.ZS","","","","0.274119943380356","","","","","","0.350742846727371","","","","","","","",
"Nigeria","NGA","Individuals with secondary education as a share of public paid employees","BI.PWK.PUBS.SG.ZS","","","","0.368050307035446","","","","","","0.241453006863594","","","","","","","",
"Nigeria","NGA","Individuals with tertiary education as a share of private paid employees","BI.PWK.PRVS.TT.ZS","","","","0.126724883913994","","","","","","0.246787264943123","","","","","","","",
"Nigeria","NGA","Individuals with tertiary education as a share of public paid employees","BI.PWK.PUBS.TT.ZS","","","","0.394224375486374","","","","","","0.540119528770447","","","","","","","",
"Nigeria","NGA","Mean age of private paid employees","BI.PWK.AGES.PV.SM","","","","41.8649482727051","","","","","","37.877326965332","","","","","","","",
"Nigeria","NGA","Mean age of public paid employees","BI.PWK.AGES.PB.SM","","","","42.1020736694336","","","","","","41.5423927307129","","","","","","","",
"Nigeria","NGA","Median age of private paid employees","BI.PWK.AGES.PV.MD","","","","40","","","","","","35","","","","","","","",
"Nigeria","NGA","Median age of public paid employees","BI.PWK.AGES.PB.MD","","","","41","","","","","","40","","","","","","","",
"Nigeria","NGA","Number of employed individuals","BI.EMP.TOTL.NO","","","","25245","","","","","","42652","","","","","","","",
"Nigeria","NGA","Number of paid employees","BI.PWK.TOTL.NO","","","","3294","","","","","","6188","","","","","","","",
"Nigeria","NGA","Number of public paid employees","BI.PWK.PUBS.NO","","","","1897","","","","","","3645","","","","","","","",
"Nigeria","NGA","Pay compression ratio in private sector","BI.WAG.CPRS.PV.ZS","","","","23.3333339691162","","","","","","8.57142925262451","","","","","","","",
"Nigeria","NGA","Pay compression ratio in public sector","BI.WAG.CPRS.PB.ZS","","","","6.66666698455811","","","","","","6.36363649368286","","","","","","","",
"Nigeria","NGA","Proportion of total employees with tertiary education working in public sector","BI.EMP.TOTL.PB.TT.ZS","","","","0.555308640003204","","","","","","0.401426017284393","","","","","","","",
"Nigeria","NGA","Public sector employment as a share of formal employment","BI.EMP.FRML.PB.ZS","","","","0.841678082942963","","","","","","","","","","","","","",
"Nigeria","NGA","Public sector employment as a share of paid employment","BI.EMP.PWRK.PB.ZS","","","","0.608677268028259","","","","","","0.608282148838043","","","","","","","",
"Nigeria","NGA","Public sector employment as a share of paid employment by gender (Female)","BI.EMP.PWRK.PB.FE.ZS","","","","0.642543613910675","","","","","","0.584070086479187","","","","","","","",
"Nigeria","NGA","Public sector employment as a share of paid employment by gender (Male)","BI.EMP.PWRK.PB.MA.ZS","","","","0.596493065357208","","","","","","0.622286081314087","","","","","","","",
"Nigeria","NGA","Public sector employment as a share of paid employment by location (Rural)","BI.EMP.PWRK.PB.RU.ZS","","","","0.511148750782013","","","","","","0.65838348865509","","","","","","","",
"Nigeria","NGA","Public sector employment as a share of paid employment by location (Urban)","BI.EMP.PWRK.PB.UR.ZS","","","","0.663792014122009","","","","","","0.57989114522934","","","","","","","",
"Nigeria","NGA","Public sector employment as a share of total employment","BI.EMP.TOTL.PB.ZS","","","","0.0974526479840279","","","","","","0.0946367606520653","","","","","","","",
"Nigeria","NGA","Public sector employment as a share of total employment by gender (Female)","BI.EMP.TOTL.PB.FE.ZS","","","","0.0675349086523056","","","","","","0.0697930455207825","","","","","","","",
"Nigeria","NGA","Public sector employment as a share of total employment by gender (Male)","BI.EMP.TOTL.PB.MA.ZS","","","","0.117651358246803","","","","","","0.117304712533951","","","","","","","",
"Nigeria","NGA","Public sector employment as a share of total employment by location (Rural)","BI.EMP.TOTL.PB.RU.ZS","","","","0.0514985211193562","","","","","","0.0625134482979774","","","","","","","",
"Nigeria","NGA","Public sector employment as a share of total employment by location (Urban)","BI.EMP.TOTL.PB.UR.ZS","","","","0.159317672252655","","","","","","0.141376823186874","","","","","","","",
"Nigeria","NGA","Public sector wage premium (compared to all private employees)","BI.WAG.PREM.PB.GP","","","","0.286951541900635","","","","","","0.136198356747627","","","","","","","",
"Nigeria","NGA","Public sector wage premium (compared to formal wage employees)","BI.WAG.PREM.PB","","","","-0.100664682686329","","","","","","","","","","","","","",
"Nigeria","NGA","Public sector wage premium by education level: No education (compared to formal wage employees)","BI.WAG.PREM.PB.NN","","","","0.168659076094627","","","","","","","","","","","","","",
"Nigeria","NGA","Public sector wage premium by education level: Primary education (compared to formal wage employees)","BI.WAG.PREM.PB.PR","","","","0.0698143541812897","","","","","","","","","","","","","",
"Nigeria","NGA","Public sector wage premium by education level: Secondary education (compared to formal wage employees)","BI.WAG.PREM.PB.SG","","","","0.0408973172307014","","","","","","","","","","","","","",
"Nigeria","NGA","Public sector wage premium by education level: Tertiary education (compared to formal wage employees)","BI.WAG.PREM.PB.TT","","","","-0.470045298337936","","","","","","","","","","","","","",
"Nigeria","NGA","Public sector wage premium by occupation (Clerks) (compared to formal wage employees)","BI.WAG.PREM.PB.CK","","","","0.112117826938629","","","","","","","","","","","","","",
"Nigeria","NGA","Public sector wage premium by occupation (Elementary occupation) (compared to formal wage employees)","BI.WAG.PREM.PB.EO","","","","0.740674078464508","","","","","","","","","","","","","",
